Оборудование;Узел;Номер узла;Идентификационный номер;Наименование;Тип номера;Стр.
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование мачты;;068000003800060001;Шкаф управления мачты;Номер заказа;205
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;57777500170150;Кабель 16;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801070051;Кабель E56;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;900562123000001256;Кабель для видеокамеры 5м;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040071;Кабель E62;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;900573149000003326;Ввод кабельный;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801070001;Кабель E55;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040021;Кабель E60, E65;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040051;Кабель E59;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040011;Кабель E63, E64;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040001;Кабель E61;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801080001;Кабель E57;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;068000003801040031;Кабель E58;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Кабели и жгуты мачты;;900562123000012106;Кабель для видеокамеры 10м;Номер заказа;207
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900561490000824126;Датчик наклона;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900564315000750016;Модуль OM75001;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900564169000025126;Клемма;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900564169000025026;Клемма PE;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900562429000713026;Контроллер CPM713;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900564764013590206;Крышка;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900562429000723026;Модуль AIM72302;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900562145100717016;Модуль DIM71701;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900562145100711016;Модуль DIM71101;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900563078000460316;Розетка;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900563078000460516;Розетка;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900563078000960516;Розетка;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Шкаф управления мачты;;900564169003140506;Стопор;Номер заказа;209
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900564277000705606;Прожектор;Номер заказа;210
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900531228000002246;Видеокамера;Номер заказа;210
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900581814000111336;Датчик индуктивный М30;Номер заказа;210
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900569992023802126;ТЭН 380, L УСТ.480;Номер заказа;211
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900584665000004206;Термопреобразователь;Номер заказа;212
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;068000003800070001;Шкаф управления ШУ1;Номер заказа;212
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900564043000002546;Кнопка-грибок;Номер заказа;212
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;068000002800080001;Шкаф подключения ТЭН;Номер заказа;213
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900563086000022306;Розетка 16А, IP54;Номер заказа;213
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900581821000031236;Датчик уровня охлаждающей жидкости;Номер заказа;214
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900562019000030026;Переключатель АКБ;Номер заказа;214
Станок буровой самоходный БАРС БС-215 (БС-215.00.00.000-02 РЭ2);Оборудование шасси;;900564277000705306;Прожектор;Номер заказа;216
